gross_value,preferred_channel,order_count
98.33,0.0,1
445.2,0.0,2
42.8,0.0,1
233.2,0.0,1
242.22,0.0,1
136.0,0.0,2
189.95,0.0,1
176.48,0.0,2
217.75,0.0,1
464.64,0.0,2
90.96,0.0,3
235.4,0.0,1
337.86,0.0,2
33.96,0.0,1
237.05,0.0,1
270.63,0.0,1
47.45,0.0,1
200.56,0.0,2
42.21,1.0,1
49.57,0.0,1
193.15,0.0,2
24.27,0.0,1
152.04,0.0,1
55.82,0.0,1
178.49,0.0,1
24.08,1.0,1
16.17,1.0,1
21.93,1.0,1
116.13000000000001,0.0,2
21.2,0.0,1
936.3399999999999,0.0,4
212.0,0.0,1
730.1899999999999,0.0,3
43.3,0.0,1
118.66999999999999,0.0,2
38.33,0.0,1
20.0,0.0,1
51.42,1.0,1
224.66,1.0,2
235.4,0.0,1
77.0,0.0,4
432.17,0.0,1
200.0,0.0,1
124.26,0.0,1
220.0,0.0,1
145.4,1.0,1
201.56,0.0,1
159.0,0.0,1
45.0,0.0,1
85.72,0.0,1
85.6,0.0,1
106.0,0.0,1
118.48,1.0,1
120.31,1.0,1
83.97,0.0,1
240.6,0.0,1
220.0,0.0,1
59.56,0.0,1
329.7,0.0,1
283.65000000000003,0.0,2
38.78,1.0,1
22.33,0.0,1
232.1,0.0,1
33.0,0.0,1
186.24,0.0,1
445.62,0.0,2
220.5,0.0,1
269.39,0.0,1
239.53,0.0,1
54.16,0.0,1
336.0,0.0,1
217.75,0.0,1
32.92,0.0,1
140.08999999999997,0.0,2
520.0,0.0,2
660.0,0.0,3
272.19,0.0,1
20.96,1.0,1
404.36,0.0,4
240.35,0.0,1
234.3,0.0,1
107.34,1.0,1
128.4,0.0,1
55.65,0.0,1
233.2,0.0,1
56.0,0.0,1
170.04000000000002,0.0,2
0.0,1.0,1
50.0,0.0,1
94.82,0.0,1
218.0,0.0,1
661.5,0.0,2
239.25,0.0,1
193.95,0.0,1
69.88,0.0,1
280.0,0.0,1
108.25,0.0,1
420.0,0.0,2
104.72,0.0,1
46.02,1.0,1
215.6,0.0,1
31.94,1.0,1
87.2,0.0,1
63.0,0.0,1
870.28,0.0,5
61.1,1.0,1
475.0,0.0,2
111.31,0.0,2
61.19,1.0,1
77.2,1.0,2
71.66,0.0,1
438.85,0.0,2
481.8,0.0,2
32.73,0.0,2
70.0,0.0,1
85.6,0.0,1
380.1,0.0,2
141.7,0.0,1
23.08,0.0,1
59.27,0.0,1
674.4600000000002,0.0,6
169.0,0.0,2
42.8,0.0,1
235.95,0.0,1
2868.1199999999994,0.0,15
129.91,0.0,1
92.01,0.0,1
296.32,0.0,2
206.88,0.0,1
968.44,0.0,4
155.16,0.0,1
101.95,0.0,1
704.55,0.0,3
169.6,0.0,1
22.23,0.0,1
81.19999999999999,0.0,2
235.4,0.0,1
46.55,1.0,1
466.4,0.0,2
823.1,1.0,6
72.45,0.0,2
75.0,0.0,1
239.53,0.0,1
233.2,0.0,1
161.2,0.0,2
240.9,0.0,1
220.0,0.0,1
278.86,0.0,1
92.39,0.0,1
196.25,0.0,4
217.5,0.0,1
220.0,0.0,1
268.35,0.0,1
85.33,0.0,1
220.0,0.0,1
29.94,1.0,1
91.79,0.0,1
454.65,0.0,2
76.72,0.0,1
73.24,1.0,1
237.05,0.0,1
410.0,0.0,2
233.75,0.0,1
41.83,0.0,1
87.08,0.0,1
77.58,0.0,1
235.4,0.0,1
388.48,0.0,2
85.8,0.0,1
124.38,0.0,2
59.67,0.0,1
67.52,0.0,1
359.65,1.0,2
42.8,0.0,1
40.0,0.0,1
214.0,0.0,1
98.85,0.0,1
215.9,0.0,1
315.59000000000003,0.0,2
466.4,0.0,2
43.3,0.0,1
233.75,0.0,1
63.58,1.0,1
138.5,0.0,2
42.81,1.0,1
149.45,0.0,1
64.35,0.0,1
456.02,0.0,2
216.84,0.0,3
468.6,0.0,2
21.39,0.0,1
538.0600000000001,0.0,6
69.75,0.0,1
82.77,0.0,1
161.63,0.0,2
136.4,0.0,1
217.75,0.0,1
95.18,0.0,2
42.22,0.0,1
38.81,1.0,1
30.51,1.0,1
37.45,0.0,1
146.99,1.0,1
82.11,0.0,2
231.35,0.0,2
300.0,1.0,1
83.15,0.0,1
326.63,0.0,1
48.79,0.0,1
129.6,0.0,1
217.75,0.0,1
230.0,0.0,1
238.15,0.0,1
258.64,0.0,2
91.16,0.0,1
23.99,0.0,1
211.6,0.0,1
40.76,0.0,1
97.2,0.0,1
6.56,0.0,1
121.98,0.0,1
91.04,0.0,1
69.55,0.0,1
239.53,0.0,1
321.0,0.0,1
240.2,0.0,1
381.5800000000001,0.0,8
196.02,0.0,1
0.0,1.0,2
86.99,0.0,1
143.34,0.0,1
65.55,0.0,1
326.63,0.0,1
874.6300000000001,0.0,6
87.48,1.0,1
162.15,0.0,1
39.33,0.0,1
30.38,0.0,1
232.32,0.0,1
53.25,1.0,1
756.73,0.0,5
70.0,0.0,1
254.69,0.0,1
80.24,0.0,1
187.34,0.0,2
24.98,0.0,1
79.13,0.0,1
222.81,0.0,1
19.99,0.0,1
560.3,0.0,2
55.44,0.0,1
1510.0,0.0,7
436.03999999999996,0.0,2
131.4,0.0,1
129.3,0.0,1
108.24,1.0,1
56.0,1.0,1
382.2,0.0,1
111.38,1.0,1
34.3,0.0,1
159.0,0.0,1
324.0,0.0,2
96.3,0.0,1
42.37,1.0,1
217.0,0.0,1
63.0,0.0,1
137.98,0.0,1
336.0,0.0,1
237.05,0.0,1
60.0,0.0,1
72.72,0.0,1
94.81,0.0,1
110.26,1.0,1
242.55,0.0,1
631.1700000000001,0.0,4
201.56,0.0,1
44.93,1.0,1
99.11,0.0,1
94.57,0.0,1
120.0,0.0,1
67.48,1.0,1
258.7,0.0,4
73.75,0.0,2
63.81,0.0,1
69.12,0.0,1
236.5,0.0,1
70.36,0.0,1
195.98,0.0,1
233.2,0.0,1
37.89,1.0,1
22.52,0.0,1
54.03,1.0,1
-46.29,1.0,1
218.0,0.0,1
500.0,0.0,2
172.01,0.0,2
-187.26,1.0,1
20.99,1.0,1
470.8,0.0,2
25.9,1.0,2
143.0,0.0,2
214.34,0.0,1
60.76,0.0,1
70.51,0.0,2
530.62,0.0,2
86.0,0.0,1
265.0,0.0,1
54.99,0.0,1
434.0,0.0,2
200.0,0.0,1
233.2,0.0,1
202.57,1.0,1
300.0,0.0,1
2138.3999999999996,0.0,9
107.64,1.0,1
239.53,0.0,1
300.0,0.0,1
28.0,1.0,1
220.0,0.0,1
235.4,0.0,1
54.8,0.0,1
34.77,0.0,2
238.15,0.0,1
440.0,0.0,2
81.9,0.0,1
78.19,0.0,2
643.56,0.0,3
83.72,0.0,2
19.1,0.0,1
0.0,0.0,2
75.61,0.0,1
136.0,0.0,1
154.39,1.0,1
200.0,0.0,1
36.71,1.0,1
56.71,0.0,1
0.0,1.0,1
421.81,0.0,6
120.0,0.0,1
82.67,0.0,1
107.26,0.0,1
148.4,0.0,1
16.52,0.0,1
479.6,0.0,2
141.18,0.0,1
326.63,0.0,1
683.06,0.0,3
35.7,0.0,1
59.5,0.0,1
139.08,0.0,1
-80.0,1.0,1
29.68,0.0,1
57.83,0.0,1
426.28,0.0,2
237.06,0.0,2
473.98,0.0,2
24.96,1.0,1
15.0,0.0,1
241.71,0.0,1
25.0,1.0,1
41.72,0.0,1
237.6,0.0,1
46.8,0.0,1
356.26,0.0,4
155.0,0.0,2
110.5,0.0,1
66.5,0.0,1
144.32999999999998,1.0,2
43.87,0.0,1
169.6,0.0,2
97.88,1.0,1
735.0,0.0,6
69.74,1.0,1
65.41,1.0,2
212.7,0.0,1
700.0,0.0,3
161.57,0.0,1
235.4,0.0,0
239.53,0.0,1
194.28,1.0,1
70.0,0.0,2
209.0,0.0,1
202.58,0.0,1
74.97,0.0,1
102.59,0.0,1
222.81,0.0,1
222.81,0.0,1
303.43,0.0,2
47.6,0.0,1
170.71,0.0,3
105.6,0.0,1
326.7,1.0,1
277.64,0.0,2
41.97,0.0,1
208.0,0.0,2
112.0,0.0,1
124.9,0.0,2
21.98,1.0,1
199.55,0.0,1
69.23,1.0,1
220.0,0.0,1
18.02,0.0,1
216.5,0.0,1
34.11,0.0,1
81.91,1.0,1
33.92,1.0,1
180.0,0.0,1
119.84,0.0,1
233.2,0.0,1
552.4000000000001,0.0,3
478.5,0.0,2
597.57,0.0,3
125.07,0.0,1
75.46,0.0,1
60.9,0.0,1
233.2,0.0,1
488.7,0.0,2
326.63,0.0,1
1024.81,0.0,5
24.32,1.0,1
74.37,0.0,1
185.2,0.0,1
253.59,0.0,1
955.94,0.0,4
174.63,0.0,1
216.5,0.0,1
12.02,0.0,1
219.93,0.0,1
35.15,0.0,1
252.3,0.0,1
62.11,1.0,1
50.07,0.0,1
35.72,0.0,1
60.65,0.0,1
1263.6,0.0,4
164.86,0.0,1
11.24,0.0,1
222.81,0.0,1
42.33,0.0,1
32.26,0.0,1
235.4,0.0,1
182.71,0.0,1
651.9300000000001,0.0,3
37.37,0.0,1
101.75,0.0,1
137.18,0.0,1
68.48,0.0,2
212.0,0.0,1
42.38,1.0,1
136.08,0.0,1
70.04,0.0,1
84.44,1.0,1
473.13,0.0,2
16.8,0.0,1
57.34,1.0,1
239.53,0.0,1
25.77,0.0,1
437.01,0.0,2
58.85,0.0,1
329.25,0.0,1
233.2,0.0,1
82.52,1.0,1
296.8,0.0,1
237.6,0.0,1
318.0,0.0,1
66.78,0.0,1
214.0,0.0,1
233.2,0.0,1
116.05,0.0,1
248.98,0.0,1
239.25,0.0,1
13.71,0.0,1
37.89,0.0,1
26.27,1.0,1
27.37,0.0,1
233.2,0.0,1
520.0,0.0,2
84.0,0.0,1
690.0,0.0,3
238.81,1.0,1
132.0,0.0,1
23.7,1.0,1
217.75,0.0,1
62.11,0.0,1
218.0,0.0,1
76.83,0.0,1
240.15,0.0,1
17.07,0.0,1
84.32,0.0,1
27.06,0.0,1
587.25,0.0,2
219.87,0.0,1
200.0,0.0,1
220.0,0.0,1
77.92,0.0,1
151.55,0.0,1
711.1500000000001,0.0,3
240.9,0.0,1
56.18,1.0,1
111.22,0.0,1
43.9,0.0,1
140.0,0.0,2
44.59,0.0,1
481.8,0.0,2
72.69,0.0,3
48.8,0.0,1
265.88,0.0,1
54.89,1.0,1
30.17,1.0,1
119.01,0.0,1
20.0,0.0,1
141.54,0.0,1
486.0,0.0,2
1035.93,0.0,5
289.85,0.0,4
130.16,0.0,1
66.2,0.0,2
36.74,0.0,1
233.2,0.0,1
300.0,0.0,1
19.6,0.0,1
59.94,1.0,1
94.05,0.0,1
-169.2,0.0,2
217.75,0.0,1
276.5,0.0,2
234.85,0.0,1
222.0,0.0,1
117.99,0.0,1
215.13,0.0,1
80.0,1.0,1
53.18,0.0,1
69.28999999999999,0.0,2
298.77,0.0,2
70.36,0.0,1
307.81,0.0,1
447.83,0.0,3
525.5799999999999,0.0,3
16.0,1.0,1
128.16,0.0,2
120.27,1.0,1
573.3,0.0,2
238.98,0.0,1
88.0,1.0,1
315.01,1.0,2
214.97,0.0,1
87.6,0.0,1
223.37,0.0,2
265.36,0.0,2
948.2,0.0,4
98.06,0.0,2
103.91,0.0,2
41.55,0.0,1
721.9300000000001,0.0,3
70.78,1.0,1
59.94,1.0,1
137.03,0.0,1
104.06,0.0,1
42.81,0.0,1
551.2,0.0,2
96.79,0.0,1
440.0,0.0,2
107.0,0.0,1
45.47,0.0,1
53.86,0.0,1
35.0,0.0,1
59.95,0.0,1
65.0,0.0,1
10.91,1.0,1
738.28,0.0,3
169.73,0.0,1
209.0,0.0,1
343.64,0.0,2
691.05,0.0,3
94.5,0.0,1
85.28,0.0,1
1003.95,0.0,5
141.54,0.0,1
220.0,0.0,1
326.63,0.0,1
245.26999999999998,1.0,3
75.6,0.0,1
41.12,0.0,1
237.6,0.0,1
63.6,0.0,1
660.6,0.0,2
68.0,0.0,1
73.78,0.0,1
68.04,0.0,1
68.96,0.0,1
107.25,0.0,1
25.24,0.0,1
18.01,0.0,1
140.73,0.0,1
218.7,0.0,2
238.15,0.0,1
286.28000000000003,1.0,6
307.81,0.0,1
129.77,0.0,1
328.5,0.0,1
233.2,0.0,1
233.97,0.0,1
64.2,0.0,1
49.23,1.0,1
65.85,0.0,1
285.14,1.0,1
300.0,0.0,1
14.44,0.0,1
233.2,0.0,1
160.5,0.0,1
232.1,0.0,1
415.03,0.0,3
136.4,0.0,2
384.91,0.0,3
18.4,0.0,1
60.63,0.0,1
303.1,0.0,2
75.75,0.0,1
237.05,0.0,1
56.99,1.0,1
401.09,0.0,1
605.12,0.0,1
237.5,0.0,2
166.77,0.0,1
23.32,1.0,1
177.57,0.0,3
86.6,0.0,1
196.2,0.0,1
42.0,0.0,1
150.89,0.0,2
614.8,0.0,3
238.15,0.0,1
566.16,0.0,2
217.75,0.0,1
59.54,0.0,1
30.32,0.0,1
28.08,1.0,1
234.85,0.0,1
29.78,0.0,1
110.11,0.0,1
179.44,1.0,1
192.6,0.0,1
27.06,0.0,1
319.05,0.0,1
318.0,0.0,1
25.18,0.0,1
103.44,0.0,1
367.82000000000005,0.0,3
95.21,1.0,1
324.75,0.0,1
47.99,1.0,1
97.36,0.0,1
130.39,0.0,1
657.0,0.0,2
137.99,0.0,2
122.18,0.0,1
202.9,0.0,1
53.27,0.0,1
121.0,0.0,2
50.0,0.0,1
37.44,0.0,1
138.31,1.0,4
161.85,0.0,1
242.55,1.0,1
318.0,0.0,1
15.3,0.0,1
87.05,0.0,1
625.8199999999999,0.0,2
28.0,0.0,1
28.75,1.0,1
242.0,0.0,1
200.0,0.0,1
134.82,0.0,1
117.71,0.0,1
231.62,1.0,4
119.83,1.0,1
220.0,0.0,1
51.43,0.0,1
234.3,0.0,1
127.63,0.0,1
153.3,0.0,1
109.69,0.0,2
324.3,0.0,1
87.6,0.0,1
0.0,1.0,2
134.82,0.0,1
23.27,0.0,2
180.31,0.0,1
68.64,0.0,1
115.01,0.0,1
377.09999999999997,0.0,4
151.55,0.0,1
287.52,0.0,1
378.88,0.0,2
168.63,1.0,1
178.72,0.0,1
119.62,1.0,1
235.4,0.0,1
445.2,0.0,2
77.57,0.0,1
100.0,0.0,1
456.04999999999995,0.0,2
91.17,0.0,1
233.2,0.0,1
198.27,0.0,3
22.47,0.0,1
133.56,0.0,1
261.56,0.0,2
59.92,0.0,1
428.0,0.0,2
220.0,0.0,1
25.17,0.0,1
157.14,0.0,1
869.2,0.0,3
453.81,0.0,2
143.0,0.0,1
439.49,0.0,3
235.32,0.0,1
94.01,1.0,1
200.0,0.0,1
74.2,0.0,1
186.74,0.0,2
150.42,1.0,3
119.07,0.0,1
90.11,0.0,1
527.31,0.0,1
131.4,1.0,1
268.41999999999996,0.0,2
127.2,0.0,1
30.31,0.0,1
133.2,0.0,1
70.0,0.0,1
259.75,0.0,3
873.86,0.0,3
120.0,0.0,1
153.3,0.0,1
133.54,0.0,1
235.4,0.0,1
85.2,0.0,1
311.86,0.0,2
181.9,0.0,1
239.53,0.0,1
220.0,0.0,1
214.0,0.0,1
137.15,0.0,1
67.17,1.0,1
129.9,0.0,1
410.48,0.0,3
20.99,0.0,1
200.0,0.0,1
240.9,0.0,1
93.04,0.0,1
365.7,0.0,2
233.2,0.0,1
1074.55,0.0,4
107.85,0.0,1
91.12,0.0,1
296.54,0.0,6
629.64,0.0,8
15.3,0.0,1
514.66,0.0,2
636.0,0.0,3
41.24,0.0,1
89.03,1.0,1
235.4,0.0,1
217.75,0.0,1
60.06,0.0,1
817.1800000000001,0.0,3
45.37,0.0,1
1015.9,0.0,4
83.45,0.0,1
238.15,0.0,1
428.45,0.0,2
50.0,0.0,1
22.25,0.0,1
203.0,0.0,1
37.43,1.0,1
646.5,0.0,2
140.91,1.0,1
192.15,0.0,1
223.2,0.0,1
86.4,0.0,1
64.81,0.0,1
161.0,0.0,1
195.98,0.0,1
69.72,0.0,1
221.0,0.0,1
109.8,0.0,2
300.0,0.0,1
42.8,0.0,1
67.0,0.0,2
42.32,0.0,1
466.4,0.0,2
106.86,0.0,4
219.47,0.0,1
96.8,0.0,1
222.81,0.0,1
62.78,0.0,1
36.0,0.0,1
135.66,0.0,2
45.0,1.0,1
42.2,0.0,1
74.2,0.0,1
46.0,0.0,1
64.5,0.0,1
325.2,0.0,1
237.05,0.0,1
79.52,0.0,1
63.52,0.0,1
136.13,1.0,1
106.7,0.0,1
125.57,0.0,1
238.15,0.0,1
166.8,0.0,2
127.2,0.0,1
453.6,0.0,2
77.92,1.0,1
53.48,1.0,1
220.0,0.0,1
132.3,0.0,1
65.1,0.0,1
54.09,0.0,1
230.0,0.0,1
132.22,0.0,1
110.82,0.0,2
457.96,0.0,3
217.75,0.0,1
200.0,0.0,1
254.69,0.0,1
295.33,0.0,3
33.34,1.0,1
197.55,0.0,1
239.25,0.0,1
77.0,0.0,1
3520.0,0.0,14
237.33,0.0,1
289.56,1.0,2
268.46,0.0,2
235.4,0.0,1
127.3,0.0,1
78.64,0.0,1
235.4,0.0,1
64.38,0.0,1
288.29,1.0,4
90.0,0.0,1
200.0,0.0,1
214.0,0.0,1
83.4,0.0,1
221.75,0.0,4
197.94,0.0,1
100.0,1.0,1
155.91,0.0,1
328.5,0.0,1
216.5,0.0,1
880.0,0.0,4
222.81,0.0,1
215.5,0.0,1
313.02,0.0,3
237.6,0.0,1
546.51,0.0,4
90.0,0.0,1
238.7,0.0,1
61.17999999999999,0.0,3
88.46,0.0,3
73.61,0.0,1
29.94,1.0,1
62.99,1.0,1
237.95,0.0,2
1076.67,0.0,2
11.58,0.0,1
119.09,0.0,1
250.0,0.0,1
214.0,0.0,1
240.9,0.0,1
212.43,0.0,1
138.93,1.0,2
239.53,0.0,1
262.46,0.0,1
42.5,0.0,1
291.22,0.0,1
81.83,0.0,2
129.27,0.0,1
51.0,0.0,1
193.05,0.0,1
43.46,0.0,1
115.92,0.0,2
243.75,0.0,1
53.24,0.0,1
56.39,0.0,1
322.76,0.0,4
82.05,0.0,1
30.75,0.0,1
81.36,0.0,1
191.64999999999998,0.0,2
159.0,0.0,1
118.25,0.0,1
267.07,1.0,1
28.0,0.0,1
28.14,0.0,1
231.0,0.0,1
107.32,0.0,1
43.68,0.0,1
54.13,0.0,1
13.47,0.0,1
238.7,0.0,1
201.56,0.0,1
325.5,0.0,1
159.64999999999998,1.0,2
238.7,0.0,1
41.75,0.0,1
952.63,0.0,6
50.83,0.0,2
188.47,0.0,1
127.2,0.0,1
159.0,0.0,1
321.52,1.0,2
198.88,0.0,3
76.66,0.0,1
551.2,0.0,3
-59.64,1.0,1
140.0,0.0,1
65.0,0.0,1
64.12,0.0,1
106.55,0.0,1
818.74,0.0,3
117.0,1.0,1
102.35,1.0,1
34.3,0.0,1
58.66,0.0,1
202.2,0.0,1
75.0,0.0,1
10.34,0.0,1
222.81,0.0,1
-4.3999999999999915,1.0,2
266.57,0.0,2
318.0,0.0,1
163.17000000000002,0.0,2
440.0,0.0,2
318.0,0.0,1
240.35,0.0,1
234.85,0.0,1
75.0,0.0,1
212.0,0.0,1
191.64,0.0,2
240.35,0.0,1
239.53,0.0,1
234.85,0.0,1
326.63,1.0,1
43.69,1.0,1
171.2,0.0,2
32.04,0.0,1
57.33,0.0,1
76.79,1.0,1
220.0,0.0,1
38.33,0.0,1
177.62,0.0,1
273.68,0.0,1
92.24,0.0,1
119.60999999999999,0.0,2
97.7,0.0,2
338.71,1.0,1
1688.9499999999998,0.0,6
583.6899999999999,0.0,3
205.33,0.0,3
1699.53,0.0,7
195.28,0.0,3
81.19,0.0,1
690.64,0.0,4
145.6,0.0,1
29.29,0.0,1
194.83999999999997,0.0,2
40.0,0.0,1
432.52,0.0,1
242.55,0.0,1
23.01,0.0,1
12.92,1.0,1
240.9,0.0,1
94.05000000000001,0.0,2
200.0,0.0,2
97.08,0.0,1
267.5,0.0,1
775.44,1.0,1
348.3,0.0,5
214.0,0.0,1
64.2,0.0,1
217.75,0.0,1
173.49,1.0,1
69.78,1.0,2
26.74,1.0,1
129.88,1.0,1
307.81,0.0,1
53.88,0.0,1
200.0,0.0,1
240.35,0.0,1
216.25,0.0,1
240.0,0.0,2
59.54,0.0,1
80.0,0.0,1
119.07,0.0,1
305.28,0.0,1
121.34,0.0,1
78.76,0.0,1
109.3,0.0,2
217.75,1.0,2
228.8,0.0,1
477.96,0.0,2
180.31,0.0,1
70.04,0.0,1
106.0,0.0,1
42.6,1.0,1
61.6,0.0,1
65.55,0.0,1
267.5,0.0,1
83.58,0.0,1
85.17,1.0,1
67.4,1.0,1
82.94999999999999,0.0,2
233.2,0.0,1
214.0,0.0,1
60.0,0.0,1
329.25,0.0,1
53.41,0.0,1
104.86,0.0,1
70.0,0.0,1
145.63,0.0,2
200.0,0.0,1
20.85,0.0,1
476.3,0.0,2
560.3,0.0,2
233.97,0.0,1
65.73,1.0,1
96.53,0.0,1
241.46,1.0,1
70.53,0.0,1
440.0,0.0,2
47.08,0.0,1
63.29,0.0,1
81.19999999999999,1.0,3
242.0,0.0,1
640.0,0.0,3
445.2,0.0,2
1018.1500000000001,0.0,7
41.95,0.0,1
9969.050000000001,1.0,11
49.39,0.0,1
119.08,0.0,1
4004.4900000000002,0.0,8
60.61,1.0,1
17.0,1.0,1
160.5,0.0,1
87.98,0.0,1
462.79999999999995,0.0,4
97.74,0.0,1
318.0,0.0,1
65.27,0.0,1
240.35,0.0,1
270.63,0.0,1
191.23,1.0,1
58.59,0.0,1
130.34,0.0,1
135.68,0.0,1
785.31,0.0,3
104.87,1.0,2
240.32,0.0,1
171.6,0.0,3
56.71,0.0,1
74.97,0.0,1
116.6,0.0,1
1343.5,0.0,6
217.75,0.0,1
121.4,1.0,1
240.9,0.0,1
107.53,0.0,1
45.0,0.0,1
321.75,0.0,1
371.94,0.0,2
82.0,0.0,1
68.08,0.0,1
64.8,0.0,1
35.97,0.0,1
235.4,0.0,1
59.02,0.0,2
200.0,0.0,1
200.0,0.0,1
69.44,0.0,1
235.07,0.0,1
466.4,0.0,2
981.69,0.0,3
954.0,0.0,3
424.31,0.0,2
231.28,0.0,1
220.0,0.0,1
356.45,0.0,1
239.53,0.0,1
54.01,0.0,1
21.58,0.0,1
97.12,0.0,1
130.0,0.0,1
47.09,1.0,1
2358.98,0.0,10
102.32,0.0,2
109.1,0.0,1
321.9,0.0,1
96.15,0.0,1
445.62,0.0,2
135.6,0.0,1
220.0,0.0,1
335.53,0.0,2
275.01,0.0,1
440.0,0.0,2
723.94,0.0,3
336.0,0.0,1
49.82,0.0,1
520.0,0.0,1
241.45,0.0,1
220.0,0.0,1
1484.0000000000002,0.0,6
190.8,0.0,1
99.38,0.0,2
541.25,0.0,4
24.0,0.0,1
220.0,0.0,1
212.0,0.0,1
199.0,0.0,2
220.0,0.0,1
26.33,0.0,1
335.58,0.0,2
135.68,0.0,1
46.0,0.0,1
235.44,0.0,1
41.65,1.0,1
56.3,0.0,1
40.0,0.0,1
239.25,0.0,1
397.81,0.0,2
239.8,0.0,1
157.68,0.0,3
222.81,0.0,1
40.0,0.0,1
288.99,1.0,4
129.9,0.0,1
16.0,0.0,1
37.48,0.0,1
239.53,0.0,1
661.8499999999999,0.0,3
318.0,0.0,1
233.2,0.0,1
13.86,0.0,1
691.4300000000001,1.0,9
142.59,0.0,3
274.32,0.0,1
2901.2,0.0,12
91.16,0.0,1
216.0,0.0,1
246.4,0.0,1
197.12,0.0,1
61.6,0.0,1
150.0,0.0,1
150.0,0.0,2
109.9,0.0,1
77.76,0.0,1
70.02,0.0,1
200.0,0.0,1
215.6,0.0,1
44.88,0.0,1
121.45,0.0,1
591.84,1.0,5
84.8,0.0,1
71.28,0.0,2
312.48,0.0,2
-160.48,0.0,2
89.04,0.0,1
140.08,0.0,1
196.83,1.0,1
189.5,0.0,1
130.97,0.0,1
235.4,0.0,1
1120.0,0.0,4
250.0,0.0,1
91.16,0.0,1
239.25,0.0,1
21.82,0.0,1
45.03,1.0,2
15.4,0.0,1
345.90999999999997,0.0,2
71.74,0.0,1
222.81,0.0,1
105.37,1.0,1
136.95,0.0,1
300.0,0.0,1
246.4,0.0,1
193.28,0.0,1
35.02,1.0,1
250.42,0.0,1
74.4,0.0,2
79.51,0.0,1
240.9,0.0,1
240.35,0.0,1
65.0,0.0,1
987.26,0.0,4
145.62,0.0,1
136.14,0.0,1
958.12,0.0,4
79.18,0.0,1
212.97,1.0,2
64.88,0.0,1
220.0,0.0,1
324.0,0.0,1
42.7,0.0,1
59.5,0.0,1
818.6600000000001,0.0,3
478.0,0.0,6
60.02,1.0,1
70.0,0.0,1
142.03,0.0,1
98.56,0.0,1
260.62,0.0,1
535.0,0.0,3
1010.3599999999999,0.0,10
21.4,0.0,1
99.75,0.0,1
70.6,0.0,1
43.01,0.0,1
240.35,0.0,1
237.6,0.0,1
43.44,1.0,1
26.59,0.0,1
239.53,0.0,1
830.73,0.0,4
200.0,0.0,1
235.07,0.0,1
260.0,0.0,1
135.8,0.0,3
12.080000000000005,1.0,2
126.14,0.0,1
53.65,0.0,1
260.0,0.0,1
261.49,1.0,3
57.36,0.0,1
52.0,0.0,1
90.25,0.0,1
126.52,0.0,1
85.6,0.0,1
120.0,0.0,1
238.21,1.0,1
86.6,0.0,1
90.0,0.0,1
510.91999999999996,0.0,3
102.6,0.0,1
362.94,0.0,2
201.56,0.0,1
233.2,0.0,1
68.21,0.0,1
217.75,0.0,1
120.77,0.0,1
238.15,0.0,1
27.06,0.0,1
130.88,0.0,2
238.15,0.0,1
326.25,0.0,1
474.1,0.0,2
74.54,0.0,1
200.04999999999998,0.0,4
237.16,0.0,1
366.98,0.0,3
81.86,0.0,1
237.05,0.0,1
187.26,0.0,2
55.0,0.0,1
231.99,0.0,1
237.05,0.0,1
137.8,0.0,1
30.99,1.0,1
51.24,0.0,1
54.69,1.0,1
1152.01,0.0,3
74.2,0.0,1
255.59,0.0,1
206.88,0.0,2
861.56,0.0,4
57.12,0.0,1
96.46,0.0,1
224.70000000000002,0.0,2
43.56,0.0,1
97.43,0.0,1
115.54,1.0,1
84.0,0.0,1
269.89,0.0,3
152.43,0.0,1
53.5,0.0,1
77.85,0.0,1
152.43,0.0,1
354.93,0.0,2
64.35,0.0,2
54.129999999999995,0.0,2
156.8,0.0,2
41.71,1.0,1
152.95,0.0,1
104.87,0.0,1
22.75,0.0,1
92.01,0.0,1
1250.8000000000002,0.0,3
240.24,0.0,1
124.84,0.0,1
173.44,0.0,1
140.0,0.0,2
2569.99,0.0,4
13.63,0.0,1
133.56,0.0,1
79.21,0.0,1
214.0,0.0,1
105.98,1.0,1
48.11,0.0,1
62.43,0.0,1
933.8399999999999,0.0,8
188.68,0.0,1
233.2,0.0,1
238.15,0.0,1
235.2,0.0,1
124.17,0.0,1
69.7,0.0,1
90.08,0.0,2
64.8,0.0,1
59.12,0.0,1
171.2,0.0,1
106.85,0.0,1
111.44,0.0,1
42.17,1.0,1
31.61,0.0,1
254.69,0.0,1
68.16,0.0,1
326.63,0.0,1
70.6,1.0,1
636.0,0.0,2
102.88,1.0,1
26.99,1.0,1
363.89,0.0,2
224.7,0.0,1
154.44,0.0,1
75.50999999999999,0.0,2
349.11,0.0,2
323.25,0.0,1
129.6,0.0,1
216.2,0.0,1
23.77,0.0,1
271.88,0.0,1
21.63,1.0,1
73.27,0.0,1
245.27,1.0,1
91.22,0.0,1
134.82,0.0,1
45.47,0.0,1
326.63,0.0,1
42.7,0.0,1
144.99,0.0,2
105.3,0.0,1
90.0,0.0,1
44.08,0.0,1
239.53,0.0,1
102.59,0.0,1
119.58,0.0,2
70.37,0.0,1
54.0,0.0,1
382.74,0.0,3
72.76,0.0,1
231.66,0.0,1
235.95,0.0,1
69.39,0.0,1
89.51,0.0,1
190.9,0.0,2
